objectid,parcelcount,combinedvaccount,combinedvacpercentage,date_update,Shape__Area,Shape__Length
5630,21,2,9.52380952,2025/11/30 00:00:00+00,3497.6953125,238.052455854773
5631,50,3,6,2025/11/30 00:00:00+00,24953.921875,897.522549692041
5632,63,9,14.28571429,2025/11/30 00:00:00+00,14297.01171875,1104.07816731057
5633,23,5,21.73913043,2025/11/30 00:00:00+00,3111.1875,354.029766103205
5634,9,4,44.44444444,2025/11/30 00:00:00+00,973.4609375,136.746049563846
5635,10,0,0,2025/11/30 00:00:00+00,1909.0625,182.022821203115
5636,23,0,0,2025/11/30 00:00:00+00,14346.05078125,781.262935579619
5637,51,7,13.7254902,2025/11/30 00:00:00+00,8183.12109375,741.870371203647
5638,23,0,0,2025/11/30 00:00:00+00,20901.1484375,648.328051286035
5639,49,0,0,2025/11/30 00:00:00+00,11294.46484375,499.777534418016
5640,13,0,0,2025/11/30 00:00:00+00,21682.203125,640.412003694189
5641,42,1,2.38095238,2025/11/30 00:00:00+00,12450.32421875,534.230100127254
5642,25,4,16,2025/11/30 00:00:00+00,2312.578125,310.366251090806
5643,45,0,0,2025/11/30 00:00:00+00,53805.35546875,1286.09258197389
5644,26,0,0,2025/11/30 00:00:00+00,4283.75390625,268.896791606726
5645,29,0,0,2025/11/30 00:00:00+00,11229.890625,510.980174612258
5646,39,0,0,2025/11/30 00:00:00+00,23963.88671875,693.899448169597
5647,28,1,3.57142857,2025/11/30 00:00:00+00,3607.8515625,353.048834788077
5648,34,3,8.82352941,2025/11/30 00:00:00+00,3914.8359375,441.1351907315
5649,38,0,0,2025/11/30 00:00:00+00,14415.1796875,502.845052766089
5650,64,1,1.5625,2025/11/30 00:00:00+00,10553.30859375,550.763040234915
5651,18,1,5.55555556,2025/11/30 00:00:00+00,10854.453125,521.536932967197
5652,12,10,83.33333333,2025/11/30 00:00:00+00,2984.203125,226.771629421074
5653,48,0,0,2025/11/30 00:00:00+00,8413.6171875,412.359910777604
5654,70,24,34.28571429,2025/11/30 00:00:00+00,14624.453125,647.899047597638
5655,32,1,3.125,2025/11/30 00:00:00+00,5348.0625,443.940617765846
5656,33,2,6.06060606,2025/11/30 00:00:00+00,9549.30859375,555.682420706213
5657,39,2,5.12820513,2025/11/30 00:00:00+00,8345.41015625,383.513049455639
5658,23,0,0,2025/11/30 00:00:00+00,15586.79296875,543.183074958057
5659,30,0,0,2025/11/30 00:00:00+00,37053.47265625,945.874639671753
5660,20,0,0,2025/11/30 00:00:00+00,2766.83203125,280.214885030452
5661,59,2,3.38983051,2025/11/30 00:00:00+00,97146.9609375,1859.34446364176
5662,8,1,12.5,2025/11/30 00:00:00+00,1056.19140625,137.425656992758
5663,53,26,49.05660377,2025/11/30 00:00:00+00,5776.35546875,561.566080901959
5664,14,0,0,2025/11/30 00:00:00+00,4372.12109375,270.628336918541
5665,22,2,9.09090909,2025/11/30 00:00:00+00,16703.703125,578.426982229483
5666,35,5,14.28571429,2025/11/30 00:00:00+00,11375.58203125,548.697261369876
5667,27,1,3.7037037,2025/11/30 00:00:00+00,6771.0234375,405.908185385251
5668,35,0,0,2025/11/30 00:00:00+00,18549.4375,918.409839890518
5669,4,0,0,2025/11/30 00:00:00+00,437.71484375,97.7677361315544
5670,17,0,0,2025/11/30 00:00:00+00,2455.1015625,286.627211536255
5671,43,2,4.65116279,2025/11/30 00:00:00+00,9949.09375,494.164069823594
5672,24,3,12.5,2025/11/30 00:00:00+00,2474.78125,315.662099368515
5673,22,0,0,2025/11/30 00:00:00+00,2488.1875,285.224702451229
5674,52,0,0,2025/11/30 00:00:00+00,6775.3046875,403.143768986528
5675,92,8,8.69565217,2025/11/30 00:00:00+00,25148.90625,946.83382589941
5676,19,0,0,2025/11/30 00:00:00+00,21687.578125,847.05521711123
5677,17,0,0,2025/11/30 00:00:00+00,1821.5859375,225.279374586287
5678,25,0,0,2025/11/30 00:00:00+00,3520.30078125,354.474532008426
5679,24,0,0,2025/11/30 00:00:00+00,4791.31640625,354.414121805847
5680,63,0,0,2025/11/30 00:00:00+00,10819.2421875,570.082239631155
5681,22,0,0,2025/11/30 00:00:00+00,3104.54296875,315.891038980129
5682,26,0,0,2025/11/30 00:00:00+00,7076.76953125,406.873060009464
5683,48,1,2.08333333,2025/11/30 00:00:00+00,3977.1875,435.377381483019
5684,25,6,24,2025/11/30 00:00:00+00,3089.62109375,354.101685561898
5685,8,0,0,2025/11/30 00:00:00+00,1701.48046875,167.744131968914
5686,34,0,0,2025/11/30 00:00:00+00,11388.015625,511.989865257685
5687,6,0,0,2025/11/30 00:00:00+00,1709.671875,166.274321906781
5688,12,0,0,2025/11/30 00:00:00+00,2001.13671875,213.226487704454
5689,27,0,0,2025/11/30 00:00:00+00,3208.1328125,342.286905434668
5690,1,0,0,2025/11/30 00:00:00+00,124926.03125,1436.00920747685
5691,29,4,13.79310345,2025/11/30 00:00:00+00,9575.6328125,536.892807536699
5692,32,0,0,2025/11/30 00:00:00+00,15796.0625,537.994323380926
5693,16,0,0,2025/11/30 00:00:00+00,3545.875,309.4718298141
5694,37,25,67.56756757,2025/11/30 00:00:00+00,14606.6953125,599.686682770447
5695,37,1,2.7027027,2025/11/30 00:00:00+00,29161.9765625,799.006850928846
5696,63,0,0,2025/11/30 00:00:00+00,20860.5078125,677.882421455883
5697,26,5,19.23076923,2025/11/30 00:00:00+00,5222.25390625,398.277437480249
5698,22,0,0,2025/11/30 00:00:00+00,22856.97265625,736.029376861465
5699,28,3,10.71428571,2025/11/30 00:00:00+00,5252.3671875,396.060084089166
5700,10,0,0,2025/11/30 00:00:00+00,24019.43359375,670.225035408285
5701,10,0,0,2025/11/30 00:00:00+00,9235.4765625,392.692209263703
5702,25,1,4,2025/11/30 00:00:00+00,4041.0078125,281.48744666104
5703,21,10,47.61904762,2025/11/30 00:00:00+00,5953.8046875,459.350774751923
5704,23,16,69.56521739,2025/11/30 00:00:00+00,12260.5859375,449.229568257692
5705,41,0,0,2025/11/30 00:00:00+00,10842.7890625,432.211805322796
5706,39,0,0,2025/11/30 00:00:00+00,15208.9453125,616.74076899229
5707,21,2,9.52380952,2025/11/30 00:00:00+00,2707.078125,223.752735500358
5708,21,0,0,2025/11/30 00:00:00+00,3442.34765625,311.278478848009
5709,8,0,0,2025/11/30 00:00:00+00,1643.10546875,166.756666549284
5710,5,0,0,2025/11/30 00:00:00+00,776.63671875,111.942789663815
5711,20,4,20,2025/11/30 00:00:00+00,3510.7734375,342.747715959178
5712,30,1,3.33333333,2025/11/30 00:00:00+00,23031.9453125,696.262045580431
5713,2,0,0,2025/11/30 00:00:00+00,18389.14453125,549.505033785683
5714,26,0,0,2025/11/30 00:00:00+00,4317.16796875,366.443247387918
5715,15,1,6.66666667,2025/11/30 00:00:00+00,2361.73046875,230.72966064789
5716,7,2,28.57142857,2025/11/30 00:00:00+00,3094.76171875,319.891437850792
5717,71,0,0,2025/11/30 00:00:00+00,12048.7265625,541.088532165203
5718,71,1,1.4084507,2025/11/30 00:00:00+00,24051.3828125,712.235297868441
5719,28,5,17.85714286,2025/11/30 00:00:00+00,3063.20703125,357.153491844456
5720,31,1,3.22580645,2025/11/30 00:00:00+00,6449.24609375,459.373784597093
5721,7,0,0,2025/11/30 00:00:00+00,1100.9609375,141.921467961046
5722,8,1,12.5,2025/11/30 00:00:00+00,22173.80859375,595.814115395667
5723,50,4,8,2025/11/30 00:00:00+00,17615.3984375,975.115914240932
5724,26,0,0,2025/11/30 00:00:00+00,6369.859375,333.667505590712
5725,33,0,0,2025/11/30 00:00:00+00,12850.88671875,454.25519047187
5726,32,1,3.125,2025/11/30 00:00:00+00,5127.29296875,487.327658022913
5727,54,0,0,2025/11/30 00:00:00+00,10632.4609375,494.690712495979
5728,8,2,25,2025/11/30 00:00:00+00,1128.69921875,137.983477354171
5729,21,0,0,2025/11/30 00:00:00+00,1145.16015625,271.779841172977
5730,21,0,0,2025/11/30 00:00:00+00,9439.6640625,435.325080699126
5731,27,1,3.7037037,2025/11/30 00:00:00+00,17616.19921875,856.274738246077
5732,35,0,0,2025/11/30 00:00:00+00,8524.9609375,406.200147694466
5733,36,0,0,2025/11/30 00:00:00+00,7491.57421875,366.917251925983
5734,31,3,9.67741935,2025/11/30 00:00:00+00,13350.58203125,597.584032408393
5735,21,1,4.76190476,2025/11/30 00:00:00+00,4156.875,326.286587077204
5736,40,0,0,2025/11/30 00:00:00+00,10599.5,576.302730460466
5737,24,1,4.16666667,2025/11/30 00:00:00+00,9437.51953125,388.757165722933
5738,48,0,0,2025/11/30 00:00:00+00,10883.21875,516.250462171011
5739,17,0,0,2025/11/30 00:00:00+00,4445.91796875,433.654278834501
5740,40,0,0,2025/11/30 00:00:00+00,5455.3203125,476.438785753111
5741,2,0,0,2025/11/30 00:00:00+00,8626.69921875,412.269485413303
5742,21,0,0,2025/11/30 00:00:00+00,28531.13671875,726.853459990876
5743,35,7,20,2025/11/30 00:00:00+00,6001,485.864817277505
5744,20,0,0,2025/11/30 00:00:00+00,17474.0078125,530.541993097474
5745,24,0,0,2025/11/30 00:00:00+00,1532.12890625,340.654568943687
5746,50,0,0,2025/11/30 00:00:00+00,33408.66015625,938.436007463823
5747,31,2,6.4516129,2025/11/30 00:00:00+00,12972.43359375,753.089757316779
5748,12,0,0,2025/11/30 00:00:00+00,2336.3359375,216.02110890292
5749,18,0,0,2025/11/30 00:00:00+00,5985.16796875,311.128128969008
5750,21,3,14.28571429,2025/11/30 00:00:00+00,3026.2578125,358.087875695914
5751,21,1,4.76190476,2025/11/30 00:00:00+00,10567.6171875,437.268559814843
5752,27,2,7.40740741,2025/11/30 00:00:00+00,13686.05078125,799.190472153326
5753,27,2,7.40740741,2025/11/30 00:00:00+00,8012.73828125,472.659788440843
5754,42,0,0,2025/11/30 00:00:00+00,10923.54296875,454.941973143298
5755,5,0,0,2025/11/30 00:00:00+00,6336.5625,320.013167942544
5756,24,2,8.33333333,2025/11/30 00:00:00+00,16280.046875,792.938106296016
5757,61,1,1.63934426,2025/11/30 00:00:00+00,48387.6640625,1019.46216328356
5758,29,6,20.68965517,2025/11/30 00:00:00+00,4164.8046875,385.88937648105
5759,27,10,37.03703704,2025/11/30 00:00:00+00,4485.7421875,443.667091046476
5760,18,0,0,2025/11/30 00:00:00+00,2496.00390625,257.537640334581
5761,6,2,33.33333333,2025/11/30 00:00:00+00,901.34765625,123.007939551255
5762,14,0,0,2025/11/30 00:00:00+00,161923.06640625,2030.96309635575
5763,24,0,0,2025/11/30 00:00:00+00,2891.921875,355.626553705505
5764,67,6,8.95522388,2025/11/30 00:00:00+00,20354.22265625,706.822791235189
5765,11,0,0,2025/11/30 00:00:00+00,1444.03125,199.338864369748
5766,4,0,0,2025/11/30 00:00:00+00,1880.57421875,175.310598411823
5767,57,1,1.75438596,2025/11/30 00:00:00+00,14371.75390625,545.715440452988
5768,40,1,2.5,2025/11/30 00:00:00+00,8636.75,480.087970589657
5769,33,1,3.03030303,2025/11/30 00:00:00+00,18608.61328125,706.2209382525
5770,10,0,0,2025/11/30 00:00:00+00,2008.76953125,194.608829196549
5771,30,3,10,2025/11/30 00:00:00+00,7731.5234375,636.496761088036
5772,21,3,14.28571429,2025/11/30 00:00:00+00,2959.953125,223.346795717011
5773,23,0,0,2025/11/30 00:00:00+00,10290.953125,531.027302618436
5774,46,0,0,2025/11/30 00:00:00+00,7783.80078125,417.685811892708
5775,31,0,0,2025/11/30 00:00:00+00,17038.35546875,770.074247531581
5776,21,0,0,2025/11/30 00:00:00+00,4068.01171875,356.848753930319
5777,15,0,0,2025/11/30 00:00:00+00,2449.69921875,232.885129543191
5778,37,0,0,2025/11/30 00:00:00+00,22623.16796875,974.564754937597
5779,46,10,21.73913043,2025/11/30 00:00:00+00,15192.56640625,616.259484299271
5780,18,3,16.66666667,2025/11/30 00:00:00+00,1967.85546875,242.69860408527
5781,76,2,2.63157895,2025/11/30 00:00:00+00,25941.8203125,1180.5451922022
5782,41,0,0,2025/11/30 00:00:00+00,6983.70703125,625.138882972178
5783,24,1,4.16666667,2025/11/30 00:00:00+00,28364.48828125,750.00273548744
5784,24,0,0,2025/11/30 00:00:00+00,3066.01953125,349.09139062972
5785,111,0,0,2025/11/30 00:00:00+00,25255.5625,635.684628875469
5786,25,1,4,2025/11/30 00:00:00+00,18348.04296875,606.314730449805
5787,34,1,2.94117647,2025/11/30 00:00:00+00,13369.84375,466.981886548036
5788,32,0,0,2025/11/30 00:00:00+00,12235.7578125,494.144890960596
5789,5,0,0,2025/11/30 00:00:00+00,57817.68359375,1148.21654365298
5790,20,5,25,2025/11/30 00:00:00+00,2759.5234375,282.303295298318
5791,44,0,0,2025/11/30 00:00:00+00,7442.46875,388.957147621313
5792,10,0,0,2025/11/30 00:00:00+00,9662.8203125,416.168992072307
5793,9,1,11.11111111,2025/11/30 00:00:00+00,1323.32421875,223.684994074119
5794,25,2,8,2025/11/30 00:00:00+00,3025.453125,371.806326196226
5795,84,1,1.19047619,2025/11/30 00:00:00+00,39760.375,1173.11012716501
5796,18,0,0,2025/11/30 00:00:00+00,1938.7265625,241.796874223365
5797,50,0,0,2025/11/30 00:00:00+00,9025.01953125,430.468748059165
5798,46,2,4.34782609,2025/11/30 00:00:00+00,7078.6015625,608.36894597787
5799,10,1,10,2025/11/30 00:00:00+00,2670.69921875,215.111078876975
5800,56,22,39.28571429,2025/11/30 00:00:00+00,9044.34375,789.92134919356
5801,22,5,22.72727273,2025/11/30 00:00:00+00,2476.85546875,289.634211628875
5802,9,0,0,2025/11/30 00:00:00+00,166376.85546875,1892.55030048154
5803,8,0,0,2025/11/30 00:00:00+00,1257.61328125,147.392141980829
5804,14,1,7.14285714,2025/11/30 00:00:00+00,25447.02734375,639.932577855498
5805,33,1,3.03030303,2025/11/30 00:00:00+00,7017.95703125,468.428257539874
5806,43,6,13.95348837,2025/11/30 00:00:00+00,14995.9140625,797.774258648075
5807,30,6,20,2025/11/30 00:00:00+00,3923.6328125,408.565436557704
5808,17,0,0,2025/11/30 00:00:00+00,9943.921875,412.141344339645
5809,21,1,4.76190476,2025/11/30 00:00:00+00,50913.16796875,1361.6870399813
5810,25,0,0,2025/11/30 00:00:00+00,4120.5625,268.621834919653
5811,6,0,0,2025/11/30 00:00:00+00,1048.41796875,134.006888881667
5812,21,3,14.28571429,2025/11/30 00:00:00+00,3775.53515625,320.490883498882
5813,19,0,0,2025/11/30 00:00:00+00,4739.5390625,317.05332955295
5814,31,6,19.35483871,2025/11/30 00:00:00+00,3376.95703125,381.507127208761
5815,9,0,0,2025/11/30 00:00:00+00,1099.84375,148.636437599456
5816,10,3,30,2025/11/30 00:00:00+00,946.29296875,139.339544369752
5817,8,0,0,2025/11/30 00:00:00+00,1119.8125,142.820562500849
5818,23,1,4.34782609,2025/11/30 00:00:00+00,7203.83984375,398.398881255715
5819,28,1,3.57142857,2025/11/30 00:00:00+00,6426.02734375,328.722132968237
5820,10,0,0,2025/11/30 00:00:00+00,2800.08203125,276.068334958832
5821,55,0,0,2025/11/30 00:00:00+00,5734.9140625,390.906900977472
5822,9,1,11.11111111,2025/11/30 00:00:00+00,1438.921875,162.247713645438
5823,32,0,0,2025/11/30 00:00:00+00,6434.16015625,463.520493446106
5824,36,1,2.77777778,2025/11/30 00:00:00+00,4886.9140625,445.433420000396
5825,9,0,0,2025/11/30 00:00:00+00,1825.0703125,181.645914538514
5826,15,1,6.66666667,2025/11/30 00:00:00+00,2249.29296875,233.470641532345
5827,38,1,2.63157895,2025/11/30 00:00:00+00,5645.41015625,401.474300630511
5828,48,6,12.5,2025/11/30 00:00:00+00,9236.53125,527.445383358724
5829,12,0,0,2025/11/30 00:00:00+00,16873.78125,580.846471460339
5830,61,1,1.63934426,2025/11/30 00:00:00+00,14253.78125,541.004529422605
5831,5,0,0,2025/11/30 00:00:00+00,906.83203125,146.971019205309
5832,66,1,1.51515152,2025/11/30 00:00:00+00,13428.83984375,1172.52624799637
5833,28,0,0,2025/11/30 00:00:00+00,4037.85546875,406.549552510344
5834,64,1,1.5625,2025/11/30 00:00:00+00,17483.31640625,599.35845730662
5835,16,2,12.5,2025/11/30 00:00:00+00,14175.65625,592.212186982755
5836,15,0,0,2025/11/30 00:00:00+00,3786.34375,265.3089889227
5837,17,2,11.76470588,2025/11/30 00:00:00+00,1912.875,238.29969838784
5838,10,3,30,2025/11/30 00:00:00+00,1001.50390625,225.68690616366
5839,36,0,0,2025/11/30 00:00:00+00,42918.4453125,1072.82111831304
5840,43,0,0,2025/11/30 00:00:00+00,12582.4375,552.251060321094
5841,14,0,0,2025/11/30 00:00:00+00,12087.3203125,451.093552275836
5842,26,4,15.38461538,2025/11/30 00:00:00+00,6898.8671875,409.970457579691
5843,31,2,6.4516129,2025/11/30 00:00:00+00,5963.53515625,489.062047229072
5844,9,1,11.11111111,2025/11/30 00:00:00+00,2064.796875,192.266887973886
5845,34,3,8.82352941,2025/11/30 00:00:00+00,20187.328125,602.274045936773
5846,28,1,3.57142857,2025/11/30 00:00:00+00,6987.5078125,391.096868789371
5847,10,0,0,2025/11/30 00:00:00+00,2137.68359375,195.988050095044
5848,75,1,1.33333333,2025/11/30 00:00:00+00,82976.35546875,1572.21584295952
5849,54,0,0,2025/11/30 00:00:00+00,19844.56640625,701.906724406768
5850,16,0,0,2025/11/30 00:00:00+00,10252.8203125,416.176574082172
5851,15,0,0,2025/11/30 00:00:00+00,3191.21875,249.959771071522
5852,59,5,8.47457627,2025/11/30 00:00:00+00,8913.0078125,532.19994437097
5853,37,15,40.54054054,2025/11/30 00:00:00+00,10812.47265625,482.627621220506
5854,62,4,6.4516129,2025/11/30 00:00:00+00,14229.16796875,1130.63081607412
5855,19,1,5.26315789,2025/11/30 00:00:00+00,8940.80859375,535.079824523116
5856,26,3,11.53846154,2025/11/30 00:00:00+00,3244.38671875,341.877549371971
5857,41,0,0,2025/11/30 00:00:00+00,13790.66015625,482.710775811335
5858,52,1,1.92307692,2025/11/30 00:00:00+00,33930.6953125,802.549114433602
5859,28,2,7.14285714,2025/11/30 00:00:00+00,3449.28515625,360.967244321145
5860,83,1,1.20481928,2025/11/30 00:00:00+00,123934.421875,2961.65957396515
5861,18,0,0,2025/11/30 00:00:00+00,2704.39453125,265.124656684389
5862,22,1,4.54545455,2025/11/30 00:00:00+00,21397.98828125,789.910319847382
5863,39,4,10.25641026,2025/11/30 00:00:00+00,12967.23046875,595.576645915471
5864,56,5,8.92857143,2025/11/30 00:00:00+00,8450.99609375,728.879903565704
5865,20,0,0,2025/11/30 00:00:00+00,114525.22265625,1630.24918931263
5866,9,1,11.11111111,2025/11/30 00:00:00+00,1035.015625,184.146886685857
5867,13,0,0,2025/11/30 00:00:00+00,2190.73828125,219.630677574765
5868,43,0,0,2025/11/30 00:00:00+00,15387.42578125,701.453141889944
5869,42,1,2.38095238,2025/11/30 00:00:00+00,11994.37109375,435.622564237306
5870,20,1,5,2025/11/30 00:00:00+00,2473.234375,260.248174380995
5871,11,3,27.27272727,2025/11/30 00:00:00+00,62750.2734375,1207.42136554959
5872,16,11,68.75,2025/11/30 00:00:00+00,3259.71484375,330.50694632716
5873,23,0,0,2025/11/30 00:00:00+00,32022.9375,719.139484484818
5874,69,0,0,2025/11/30 00:00:00+00,15310.390625,613.338989865978
5875,7,0,0,2025/11/30 00:00:00+00,1781.19921875,177.914768151737
5876,34,1,2.94117647,2025/11/30 00:00:00+00,13043.70703125,717.585767669986
5877,76,0,0,2025/11/30 00:00:00+00,21336.40234375,654.767058514458
5878,6,0,0,2025/11/30 00:00:00+00,41810.23046875,1083.06337816468
5879,9,0,0,2025/11/30 00:00:00+00,1744.28125,178.579194788724
5880,28,0,0,2025/11/30 00:00:00+00,4355.26953125,387.123989429689
5881,10,1,10,2025/11/30 00:00:00+00,1257.7109375,154.18266513785
5882,33,4,12.12121212,2025/11/30 00:00:00+00,31382.68359375,1026.91706238732
5883,12,0,0,2025/11/30 00:00:00+00,2130.6328125,197.920406488511
5884,59,0,0,2025/11/30 00:00:00+00,13347.8671875,580.294639618082
5885,67,4,5.97014925,2025/11/30 00:00:00+00,10654.94921875,899.298507748812
5886,45,0,0,2025/11/30 00:00:00+00,27688.01953125,942.067279756694
5887,56,2,3.57142857,2025/11/30 00:00:00+00,8747.328125,459.65959694489
5888,16,0,0,2025/11/30 00:00:00+00,2083.36328125,260.810199656457
5889,37,0,0,2025/11/30 00:00:00+00,8422.2421875,423.605563965785
5890,67,0,0,2025/11/30 00:00:00+00,71266.82421875,2571.05782162487
5891,20,0,0,2025/11/30 00:00:00+00,3346.0390625,286.85897148899
5892,33,0,0,2025/11/30 00:00:00+00,33082.6640625,831.374948821972
5893,34,3,8.82352941,2025/11/30 00:00:00+00,29503.75,783.861242100252
5894,30,2,6.66666667,2025/11/30 00:00:00+00,3041.22265625,376.465585544336
5895,29,1,3.44827586,2025/11/30 00:00:00+00,5031.828125,292.743574483441
5896,60,0,0,2025/11/30 00:00:00+00,26992.91796875,824.243356522793
5897,26,0,0,2025/11/30 00:00:00+00,16369.328125,522.619664847806
5898,12,0,0,2025/11/30 00:00:00+00,3043.85546875,240.750114578339
5899,70,25,35.71428571,2025/11/30 00:00:00+00,9200.46875,491.007690885943
5900,15,1,6.66666667,2025/11/30 00:00:00+00,3534.37890625,295.875209936176
5901,35,9,25.71428571,2025/11/30 00:00:00+00,12896.5625,833.298029812008
5902,16,1,6.25,2025/11/30 00:00:00+00,3632.4140625,266.758003779107
5903,60,22,36.66666667,2025/11/30 00:00:00+00,13781.74609375,664.260710798987
5904,10,2,20,2025/11/30 00:00:00+00,1362.15234375,164.212052511527
5905,5,0,0,2025/11/30 00:00:00+00,1232.48046875,144.041093213988
5906,16,0,0,2025/11/30 00:00:00+00,3012.47265625,270.902518120942
5907,8,0,0,2025/11/30 00:00:00+00,1274.55078125,148.244103000865
5908,5,0,0,2025/11/30 00:00:00+00,472.83984375,89.3607602251446
5909,10,0,0,2025/11/30 00:00:00+00,1961.47265625,201.632235447128
5910,6,1,16.66666667,2025/11/30 00:00:00+00,975.46484375,127.271071527923
5911,30,8,26.66666667,2025/11/30 00:00:00+00,5235.83203125,445.503886141873
5912,162,22,13.58024691,2025/11/30 00:00:00+00,608990.72265625,4920.5406048482
5913,36,1,2.77777778,2025/11/30 00:00:00+00,4395.984375,323.672322409669
5914,70,0,0,2025/11/30 00:00:00+00,9649.3515625,724.929975449737
5915,37,0,0,2025/11/30 00:00:00+00,5499.4140625,397.624263679243
5916,6,0,0,2025/11/30 00:00:00+00,778.06640625,114.274653356455
5917,30,3,10,2025/11/30 00:00:00+00,3025.84375,376.862551311292
5918,36,1,2.77777778,2025/11/30 00:00:00+00,20315.6484375,603.380247512694
5919,78,24,30.76923077,2025/11/30 00:00:00+00,31167.89453125,1015.03887839228
5920,11,0,0,2025/11/30 00:00:00+00,10320.07421875,405.768976830727
5921,40,0,0,2025/11/30 00:00:00+00,10426.64453125,437.210258230697
5922,26,2,7.69230769,2025/11/30 00:00:00+00,6846.09765625,423.342167690707
5923,40,1,2.5,2025/11/30 00:00:00+00,11086.7578125,447.47414346508
5924,39,0,0,2025/11/30 00:00:00+00,54457.97265625,1432.03086842235
5925,7,0,0,2025/11/30 00:00:00+00,946.015625,127.482931239223
5926,32,3,9.375,2025/11/30 00:00:00+00,8524.12109375,545.45096241086
5927,51,30,58.82352941,2025/11/30 00:00:00+00,5682.30078125,413.509013508956
5928,56,7,12.5,2025/11/30 00:00:00+00,56696.8046875,1472.94548415916
5929,56,2,3.57142857,2025/11/30 00:00:00+00,6226.69921875,393.617662981449
5930,42,0,0,2025/11/30 00:00:00+00,15151.73828125,627.468312731961
5931,29,6,20.68965517,2025/11/30 00:00:00+00,11860.9375,666.678111657959
5932,19,0,0,2025/11/30 00:00:00+00,3684.828125,295.425310239199
5933,10,1,10,2025/11/30 00:00:00+00,2994.01171875,268.566640923783
5934,62,3,4.83870968,2025/11/30 00:00:00+00,26848.92578125,1203.05883140209
5935,29,0,0,2025/11/30 00:00:00+00,5813.5078125,590.839348596369
5936,7,0,0,2025/11/30 00:00:00+00,548.90625,118.194851555697
5937,50,0,0,2025/11/30 00:00:00+00,16317.6171875,543.72307839329
5938,7,1,14.28571429,2025/11/30 00:00:00+00,1371.09765625,161.222613985081
5939,13,0,0,2025/11/30 00:00:00+00,2813.44140625,317.611236181859
5940,29,3,10.34482759,2025/11/30 00:00:00+00,3606.7734375,389.107014994189
5941,60,25,41.66666667,2025/11/30 00:00:00+00,9500.30078125,574.892591854067
5942,15,1,6.66666667,2025/11/30 00:00:00+00,2980.3203125,305.492095883258
5943,44,1,2.27272727,2025/11/30 00:00:00+00,8935.5625,406.477637724826
5944,22,0,0,2025/11/30 00:00:00+00,13652.94140625,505.584702664341
5945,45,0,0,2025/11/30 00:00:00+00,15780.62890625,1059.95513610584
5946,51,6,11.76470588,2025/11/30 00:00:00+00,9923.28125,544.881453060437
5947,5,0,0,2025/11/30 00:00:00+00,14408.72265625,497.353302643191
5948,21,6,28.57142857,2025/11/30 00:00:00+00,4268.81640625,333.410725369582
5949,1,0,0,2025/11/30 00:00:00+00,27015.8203125,670.924075027405
5950,32,0,0,2025/11/30 00:00:00+00,5094.53515625,450.70815285059
5951,14,9,64.28571429,2025/11/30 00:00:00+00,1190.46484375,191.240651316018
5952,11,0,0,2025/11/30 00:00:00+00,9765.9140625,412.450022523404
5953,23,0,0,2025/11/30 00:00:00+00,1658.01171875,285.020711352709
5954,64,0,0,2025/11/30 00:00:00+00,16296.79296875,620.772923228728
5955,10,0,0,2025/11/30 00:00:00+00,12603.8984375,501.700580814761
5956,13,1,7.69230769,2025/11/30 00:00:00+00,879.47265625,213.834056323595
5957,22,0,0,2025/11/30 00:00:00+00,11277.0625,430.522209146253
5958,2,0,0,2025/11/30 00:00:00+00,10953.796875,453.318704225228
5959,24,1,4.16666667,2025/11/30 00:00:00+00,7344.97265625,344.739619901114
5960,20,0,0,2025/11/30 00:00:00+00,9109.93359375,472.343241833946
5961,22,0,0,2025/11/30 00:00:00+00,4984.1484375,380.013716748344
5962,14,0,0,2025/11/30 00:00:00+00,10347.48828125,434.266078369151
5963,38,15,39.47368421,2025/11/30 00:00:00+00,3777.0625,527.15654725053
5964,18,0,0,2025/11/30 00:00:00+00,6900.0703125,385.312595436657
5965,7,0,0,2025/11/30 00:00:00+00,1180.3984375,142.920616442087
5966,28,4,14.28571429,2025/11/30 00:00:00+00,2813.8984375,348.823100298683
5967,68,1,1.47058824,2025/11/30 00:00:00+00,12135.453125,557.44971774435
5968,46,3,6.52173913,2025/11/30 00:00:00+00,10435.07421875,531.014052162165
5969,23,1,4.34782609,2025/11/30 00:00:00+00,6233.9921875,398.124813514019
5970,33,1,3.03030303,2025/11/30 00:00:00+00,15008.5859375,542.032682818191
5971,27,0,0,2025/11/30 00:00:00+00,2989.81640625,346.447086355405
5972,17,1,5.88235294,2025/11/30 00:00:00+00,2729.12109375,270.19095912419
5973,46,0,0,2025/11/30 00:00:00+00,71134.265625,1474.63953815551
5974,35,0,0,2025/11/30 00:00:00+00,20874.79296875,599.058044110212
5975,18,4,22.22222222,2025/11/30 00:00:00+00,19154.890625,591.404293919829
5976,52,0,0,2025/11/30 00:00:00+00,17228.3828125,568.834372486664
5977,31,18,58.06451613,2025/11/30 00:00:00+00,7502.6875,474.852664868732
5978,74,1,1.35135135,2025/11/30 00:00:00+00,20144.37109375,662.725738080598
5979,69,21,30.43478261,2025/11/30 00:00:00+00,7793.22265625,863.552505059087
5980,16,0,0,2025/11/30 00:00:00+00,3497.109375,275.121808849393
5981,20,0,0,2025/11/30 00:00:00+00,2476.30078125,265.899296176067
5982,22,10,45.45454545,2025/11/30 00:00:00+00,4511.90234375,332.693598142834
