objectid,parcelcount,combinedvaccount,combinedvacpercentage,date_update,Shape__Area,Shape__Length
1,44,0,0,2025/11/30 00:00:00+00,25053.9375,653.907886596318
2,24,0,0,2025/11/30 00:00:00+00,10464.11328125,582.645904888099
3,7,0,0,2025/11/30 00:00:00+00,923.4140625,127.895018636032
4,38,1,2.63157895,2025/11/30 00:00:00+00,14129.51171875,548.546927051682
5,49,0,0,2025/11/30 00:00:00+00,41448.97265625,887.278580090605
6,181,17,9.39226519,2025/11/30 00:00:00+00,299723.06640625,6989.0277754163
7,105,0,0,2025/11/30 00:00:00+00,23136.30078125,1107.11183518166
8,5,0,0,2025/11/30 00:00:00+00,1636.5703125,193.598363079152
9,45,0,0,2025/11/30 00:00:00+00,6925.640625,690.42618103364
10,3,0,0,2025/11/30 00:00:00+00,135979.8671875,1921.31920390531
11,3,0,0,2025/11/30 00:00:00+00,9504.0703125,841.783529564705
12,73,0,0,2025/11/30 00:00:00+00,73418.58203125,1894.55019484989
13,6,0,0,2025/11/30 00:00:00+00,2143.6640625,188.174197027339
14,103,5,4.85436893,2025/11/30 00:00:00+00,768618.8515625,5607.82337609864
15,21,7,33.33333333,2025/11/30 00:00:00+00,7992.54296875,364.590345419167
16,46,0,0,2025/11/30 00:00:00+00,25261.1328125,781.688501469161
17,54,0,0,2025/11/30 00:00:00+00,23058.94140625,729.25399224586
18,27,0,0,2025/11/30 00:00:00+00,15799.3046875,710.944217879989
19,40,0,0,2025/11/30 00:00:00+00,17318.9375,574.257026500924
20,68,0,0,2025/11/30 00:00:00+00,16510.51953125,601.049905643526
21,13,0,0,2025/11/30 00:00:00+00,10857.125,440.81986038505
22,34,0,0,2025/11/30 00:00:00+00,4221.08984375,423.382139687045
23,15,12,80,2025/11/30 00:00:00+00,6146.58203125,331.849624437164
24,21,9,42.85714286,2025/11/30 00:00:00+00,1900.43359375,306.493826184338
25,9,0,0,2025/11/30 00:00:00+00,1611.57421875,171.276719974331
26,34,10,29.41176471,2025/11/30 00:00:00+00,7272.28515625,512.376129821062
27,29,0,0,2025/11/30 00:00:00+00,4577.32421875,443.270614808566
28,3,0,0,2025/11/30 00:00:00+00,115588.9296875,1460.63550429916
29,80,0,0,2025/11/30 00:00:00+00,37273.8203125,1179.55413520027
30,5,0,0,2025/11/30 00:00:00+00,443808.61328125,3777.18357133588
31,58,5,8.62068966,2025/11/30 00:00:00+00,551723.9921875,5973.11385061618
32,40,0,0,2025/11/30 00:00:00+00,21752.984375,698.948042062504
33,61,0,0,2025/11/30 00:00:00+00,412379.78125,6214.24245115524
34,47,16,34.04255319,2025/11/30 00:00:00+00,11886.6015625,724.777815342672
35,43,0,0,2025/11/30 00:00:00+00,10628.35546875,442.73029275931
36,52,3,5.76923077,2025/11/30 00:00:00+00,17986.10546875,641.493959927528
37,1,0,0,2025/11/30 00:00:00+00,40106.60546875,832.277713470799
38,1,0,0,2025/11/30 00:00:00+00,9415.47265625,440.340900578998
39,197,15,7.6142132,2025/11/30 00:00:00+00,280112.9765625,6071.64173908589
40,58,1,1.72413793,2025/11/30 00:00:00+00,1176767.4453125,7768.80426578609
41,17,3,17.64705882,2025/11/30 00:00:00+00,4583.765625,425.240863070857
42,43,1,2.3255814,2025/11/30 00:00:00+00,12298.14453125,767.212549351146
43,38,7,18.42105263,2025/11/30 00:00:00+00,4123.37109375,466.082729867462
44,51,0,0,2025/11/30 00:00:00+00,7396.23828125,703.086328777453
45,62,1,1.61290323,2025/11/30 00:00:00+00,27808.75390625,1089.62053470868
46,63,9,14.28571429,2025/11/30 00:00:00+00,31943.765625,990.4200332372
47,34,0,0,2025/11/30 00:00:00+00,36644.24609375,1020.90946863962
48,38,0,0,2025/11/30 00:00:00+00,6344.08984375,570.939480498899
49,57,1,1.75438596,2025/11/30 00:00:00+00,10643.640625,495.846950478552
50,13,2,15.38461538,2025/11/30 00:00:00+00,10717.3359375,450.512040757489
51,32,1,3.125,2025/11/30 00:00:00+00,19408.50390625,644.592463856428
52,30,0,0,2025/11/30 00:00:00+00,5146.80078125,302.070905988011
53,20,0,0,2025/11/30 00:00:00+00,4664.0625,269.462040585752
54,34,6,17.64705882,2025/11/30 00:00:00+00,11482.42578125,673.841616509866
55,30,12,40,2025/11/30 00:00:00+00,38878.71484375,1416.74224739654
56,104,23,22.11538462,2025/11/30 00:00:00+00,98113.6953125,3693.86185647007
57,29,1,3.44827586,2025/11/30 00:00:00+00,6234.453125,316.329044804706
58,11,2,18.18181818,2025/11/30 00:00:00+00,3786.51953125,293.604545416793
59,57,0,0,2025/11/30 00:00:00+00,29837.36328125,865.093415431906
60,46,3,6.52173913,2025/11/30 00:00:00+00,10838.984375,597.23553450857
61,24,1,4.16666667,2025/11/30 00:00:00+00,4965.43359375,372.440084078677
62,19,0,0,2025/11/30 00:00:00+00,2483.15234375,263.92058877301
63,36,0,0,2025/11/30 00:00:00+00,62750.28125,1236.69385323846
64,56,0,0,2025/11/30 00:00:00+00,16708.12109375,565.272871778107
65,57,0,0,2025/11/30 00:00:00+00,10421.4140625,483.480697751727
66,12,6,50,2025/11/30 00:00:00+00,4322.25,317.356784413883
67,18,0,0,2025/11/30 00:00:00+00,8039.74609375,429.017634310987
68,62,0,0,2025/11/30 00:00:00+00,16678.12890625,621.574725552545
69,9,0,0,2025/11/30 00:00:00+00,821.19140625,128.902160369826
70,6,0,0,2025/11/30 00:00:00+00,2202.18359375,206.890828596357
71,26,1,3.84615385,2025/11/30 00:00:00+00,3573.5859375,415.004530097538
72,13,6,46.15384615,2025/11/30 00:00:00+00,3708.03515625,259.761129059967
73,52,1,1.92307692,2025/11/30 00:00:00+00,16364.27734375,535.556638166782
74,49,1,2.04081633,2025/11/30 00:00:00+00,29904.13671875,888.153823721544
75,23,0,0,2025/11/30 00:00:00+00,6721.81640625,336.772924290518
76,19,0,0,2025/11/30 00:00:00+00,29492.2265625,973.956039440095
77,7,0,0,2025/11/30 00:00:00+00,1386.71875,150.903670835917
78,1,,,2025/11/30 00:00:00+00,,
79,56,3,5.35714286,2025/11/30 00:00:00+00,19393.5703125,892.329192100052
80,44,0,0,2025/11/30 00:00:00+00,16572.32421875,642.953499013363
81,47,1,2.12765957,2025/11/30 00:00:00+00,12967.41015625,587.34841172583
82,27,2,7.40740741,2025/11/30 00:00:00+00,7607.484375,384.606074576914
83,24,1,4.16666667,2025/11/30 00:00:00+00,3126.54296875,371.710494514707
84,6,0,0,2025/11/30 00:00:00+00,1169.9375,139.049564331225
85,6,1,16.66666667,2025/11/30 00:00:00+00,1512.5,156.155690157849
86,31,1,3.22580645,2025/11/30 00:00:00+00,5399.23828125,458.368552195807
87,34,2,5.88235294,2025/11/30 00:00:00+00,123894.5078125,1558.95447173429
88,14,0,0,2025/11/30 00:00:00+00,1748.96484375,208.514561984813
89,26,0,0,2025/11/30 00:00:00+00,3372.03125,360.790600408788
90,3,0,0,2025/11/30 00:00:00+00,250.33203125,74.551797685697
91,25,0,0,2025/11/30 00:00:00+00,12518.75,525.577744270441
92,63,0,0,2025/11/30 00:00:00+00,22168.37890625,675.405440226959
93,26,0,0,2025/11/30 00:00:00+00,5276.359375,396.046629213456
94,16,0,0,2025/11/30 00:00:00+00,3115.96484375,235.550948314457
95,8,8,100,2025/11/30 00:00:00+00,1235.09765625,147.730078118106
96,53,1,1.88679245,2025/11/30 00:00:00+00,72601.6640625,1875.59344936207
97,46,1,2.17391304,2025/11/30 00:00:00+00,6370.58203125,531.111539571708
98,20,1,5,2025/11/30 00:00:00+00,5832.06640625,381.360509823553
99,14,0,0,2025/11/30 00:00:00+00,2739.43359375,234.965211931762
100,33,6,18.18181818,2025/11/30 00:00:00+00,5298.91796875,453.833170141652
101,36,1,2.77777778,2025/11/30 00:00:00+00,19440.34375,637.086868000428
102,44,0,0,2025/11/30 00:00:00+00,13636.9609375,522.698899537574
103,84,0,0,2025/11/30 00:00:00+00,43368.58984375,1322.03726812476
104,27,0,0,2025/11/30 00:00:00+00,2670.5234375,360.298468642624
105,46,0,0,2025/11/30 00:00:00+00,10625.96875,452.626915532703
106,24,0,0,2025/11/30 00:00:00+00,3157.203125,269.145130603764
107,38,4,10.52631579,2025/11/30 00:00:00+00,10209.28515625,760.297091382227
108,28,0,0,2025/11/30 00:00:00+00,9549.5703125,521.179117426601
109,22,0,0,2025/11/30 00:00:00+00,21258.98828125,653.041470971353
110,17,0,0,2025/11/30 00:00:00+00,18904.515625,588.196374294724
111,28,1,3.57142857,2025/11/30 00:00:00+00,3129.4296875,365.336837246832
112,15,2,13.33333333,2025/11/30 00:00:00+00,2523.5546875,258.449274581653
113,42,2,4.76190476,2025/11/30 00:00:00+00,6173.5078125,517.381256140442
114,27,0,0,2025/11/30 00:00:00+00,4271.95703125,378.160102312898
115,13,2,15.38461538,2025/11/30 00:00:00+00,1896.33203125,205.627855900422
116,37,1,2.7027027,2025/11/30 00:00:00+00,16844.03125,591.220850111569
117,37,0,0,2025/11/30 00:00:00+00,6320.328125,359.079376127369
118,35,0,0,2025/11/30 00:00:00+00,7396.05859375,398.398857753992
119,24,0,0,2025/11/30 00:00:00+00,12387.52734375,463.657462284035
120,37,4,10.81081081,2025/11/30 00:00:00+00,10152.015625,719.285922454544
121,27,0,0,2025/11/30 00:00:00+00,2989.42578125,349.078823421838
122,19,0,0,2025/11/30 00:00:00+00,2132.08203125,255.218532986785
123,18,0,0,2025/11/30 00:00:00+00,2020.21875,242.670087692621
124,8,0,0,2025/11/30 00:00:00+00,1184.6171875,143.268529307319
125,23,10,43.47826087,2025/11/30 00:00:00+00,2098.5859375,309.596128456105
126,34,0,0,2025/11/30 00:00:00+00,18674.5078125,605.678779706473
127,48,1,2.08333333,2025/11/30 00:00:00+00,11924.296875,468.393581116832
128,27,0,0,2025/11/30 00:00:00+00,17797.83203125,651.083080646562
129,21,2,9.52380952,2025/11/30 00:00:00+00,4063.7890625,321.704943425819
130,28,2,7.14285714,2025/11/30 00:00:00+00,4792.96875,284.279331479084
131,11,0,0,2025/11/30 00:00:00+00,2456.8515625,214.298460412183
132,19,0,0,2025/11/30 00:00:00+00,16061.99609375,548.458219158128
133,23,0,0,2025/11/30 00:00:00+00,6289.67578125,358.710355406099
134,11,0,0,2025/11/30 00:00:00+00,6530.10546875,409.845274904504
135,21,12,57.14285714,2025/11/30 00:00:00+00,9353.74609375,612.450105869203
136,46,1,2.17391304,2025/11/30 00:00:00+00,24516.1953125,1053.65328982013
137,30,1,3.33333333,2025/11/30 00:00:00+00,4274.4453125,407.116604622262
138,62,0,0,2025/11/30 00:00:00+00,60155.0078125,1103.93062401717
139,7,0,0,2025/11/30 00:00:00+00,813.0078125,176.996677684155
140,53,0,0,2025/11/30 00:00:00+00,10710.703125,495.866524560231
141,39,0,0,2025/11/30 00:00:00+00,90914.9140625,1949.89093580439
142,5,0,0,2025/11/30 00:00:00+00,15975.79296875,715.702096497017
143,51,1,1.96078431,2025/11/30 00:00:00+00,17551.11328125,573.992939991767
144,39,0,0,2025/11/30 00:00:00+00,22447.2265625,643.119751911631
145,42,5,11.9047619,2025/11/30 00:00:00+00,17691.1015625,545.484928678363
146,7,4,57.14285714,2025/11/30 00:00:00+00,1087.5390625,139.637166103729
147,4,1,25,2025/11/30 00:00:00+00,330.14453125,83.5056947003065
148,15,0,0,2025/11/30 00:00:00+00,1924.234375,271.762518363053
149,35,1,2.85714286,2025/11/30 00:00:00+00,4919.69921875,475.438055727932
150,30,1,3.33333333,2025/11/30 00:00:00+00,6998.9375,525.002638920998
151,28,0,0,2025/11/30 00:00:00+00,18919.68359375,599.615828635837
152,37,0,0,2025/11/30 00:00:00+00,12296.56640625,451.774213273981
153,12,0,0,2025/11/30 00:00:00+00,1410.74609375,151.353568308996
154,21,0,0,2025/11/30 00:00:00+00,2703.22265625,294.791394976773
155,31,0,0,2025/11/30 00:00:00+00,18970.453125,637.123654046488
156,55,0,0,2025/11/30 00:00:00+00,15993.0546875,563.635461739957
157,33,21,63.63636364,2025/11/30 00:00:00+00,3586.2109375,405.736603490347
158,58,2,3.44827586,2025/11/30 00:00:00+00,6797.51171875,465.566796472937
159,74,0,0,2025/11/30 00:00:00+00,42652.703125,930.474125922346
160,20,1,5,2025/11/30 00:00:00+00,4829.140625,325.554976449007
161,12,0,0,2025/11/30 00:00:00+00,2836.23828125,229.965588508116
162,36,1,2.77777778,2025/11/30 00:00:00+00,5264.69921875,320.932601836979
163,47,0,0,2025/11/30 00:00:00+00,28840.015625,721.02036033444
164,18,0,0,2025/11/30 00:00:00+00,3417.89453125,278.736255228776
165,10,0,0,2025/11/30 00:00:00+00,2121.2734375,194.312676567784
166,62,0,0,2025/11/30 00:00:00+00,96254.39453125,2959.77746772529
167,28,0,0,2025/11/30 00:00:00+00,7005.59375,342.553513195596
168,58,18,31.03448276,2025/11/30 00:00:00+00,61568.4765625,1751.80551241511
169,26,5,19.23076923,2025/11/30 00:00:00+00,4110.5234375,367.866799405267
170,12,1,8.33333333,2025/11/30 00:00:00+00,1194.44921875,174.795538610112
171,11,1,9.09090909,2025/11/30 00:00:00+00,1023.1015625,147.027587074917
172,12,2,16.66666667,2025/11/30 00:00:00+00,2367.3828125,209.644428439642
173,28,0,0,2025/11/30 00:00:00+00,21043.1484375,719.889594563042
174,24,0,0,2025/11/30 00:00:00+00,3432.70703125,282.118239011764
175,128,8,6.25,2025/11/30 00:00:00+00,159250.80859375,3294.25408343261
176,16,0,0,2025/11/30 00:00:00+00,29557.1015625,704.995447437501
177,18,0,0,2025/11/30 00:00:00+00,7069.734375,461.102017462373
178,14,2,14.28571429,2025/11/30 00:00:00+00,1600.37109375,238.381190453311
179,28,1,3.57142857,2025/11/30 00:00:00+00,5145.0703125,397.982065456531
180,3,0,0,2025/11/30 00:00:00+00,25071.4140625,693.715661948581
181,20,0,0,2025/11/30 00:00:00+00,2523.9609375,265.808063156644
182,28,2,7.14285714,2025/11/30 00:00:00+00,10654.6015625,428.835128789835
183,33,0,0,2025/11/30 00:00:00+00,11510.8046875,507.599485514737
184,70,1,1.42857143,2025/11/30 00:00:00+00,207196.19140625,3698.91306328621
185,13,0,0,2025/11/30 00:00:00+00,2412.44921875,220.33746866687
186,18,0,0,2025/11/30 00:00:00+00,2063.44921875,254.950806212971
187,43,2,4.65116279,2025/11/30 00:00:00+00,7349.515625,430.325955138466
188,16,1,6.25,2025/11/30 00:00:00+00,12911.27734375,457.079890829208
189,20,0,0,2025/11/30 00:00:00+00,1786.328125,262.020757657824
190,10,0,0,2025/11/30 00:00:00+00,2548.5625,213.562793263371
191,23,1,4.34782609,2025/11/30 00:00:00+00,6527.4296875,443.507026800146
192,15,0,0,2025/11/30 00:00:00+00,7107.3515625,338.355168779489
193,12,0,0,2025/11/30 00:00:00+00,1646.66015625,174.989490896057
194,10,0,0,2025/11/30 00:00:00+00,1267.15625,151.449589919822
195,31,1,3.22580645,2025/11/30 00:00:00+00,12058.2421875,493.544385594406
196,13,0,0,2025/11/30 00:00:00+00,18014.0625,682.49314974993
197,9,0,0,2025/11/30 00:00:00+00,653335.02734375,4346.82064711339
198,7,0,0,2025/11/30 00:00:00+00,1528.125,211.066558578725
199,47,1,2.12765957,2025/11/30 00:00:00+00,8891.7421875,531.940808329915
200,67,17,25.37313433,2025/11/30 00:00:00+00,57938.8359375,1098.37868762759
201,8,0,0,2025/11/30 00:00:00+00,3910.1796875,280.214054490936
202,33,0,0,2025/11/30 00:00:00+00,4995.41796875,479.680405102175
203,56,1,1.78571429,2025/11/30 00:00:00+00,6603.5703125,398.342939620061
204,8,2,25,2025/11/30 00:00:00+00,1426.375,158.175141950093
205,62,0,0,2025/11/30 00:00:00+00,11460.796875,679.819353728705
206,9,3,33.33333333,2025/11/30 00:00:00+00,2195.16015625,229.707013260326
207,54,1,1.85185185,2025/11/30 00:00:00+00,7932.70703125,754.719435673641
208,24,3,12.5,2025/11/30 00:00:00+00,2779.80859375,225.315663441985
209,35,0,0,2025/11/30 00:00:00+00,20044.69921875,601.886090863988
210,18,1,5.55555556,2025/11/30 00:00:00+00,4695.140625,312.916773743694
211,55,0,0,2025/11/30 00:00:00+00,67597.65625,1554.70654988079
212,152,7,4.60526316,2025/11/30 00:00:00+00,680798.30859375,4863.21321357235
213,4,1,25,2025/11/30 00:00:00+00,576.4375,96.2549812725146
214,10,0,0,2025/11/30 00:00:00+00,3471.37109375,247.611060169527
215,15,0,0,2025/11/30 00:00:00+00,11371.27734375,509.617621407689
216,30,8,26.66666667,2025/11/30 00:00:00+00,3797.77734375,392.676375961379
217,29,6,20.68965517,2025/11/30 00:00:00+00,9936.484375,400.735173422784
218,32,6,18.75,2025/11/30 00:00:00+00,9070.6953125,642.28979040488
219,31,1,3.22580645,2025/11/30 00:00:00+00,18887.10546875,706.015830027828
220,33,3,9.09090909,2025/11/30 00:00:00+00,19362.765625,742.508766238946
221,46,5,10.86956522,2025/11/30 00:00:00+00,9116.9765625,549.366854404551
222,24,0,0,2025/11/30 00:00:00+00,4393.02734375,279.660957504936
223,32,4,12.5,2025/11/30 00:00:00+00,19261.87890625,723.269893613042
224,152,4,2.63157895,2025/11/30 00:00:00+00,187865.92578125,2710.4885923584
225,22,8,36.36363636,2025/11/30 00:00:00+00,1879.1796875,263.583987096785
226,28,0,0,2025/11/30 00:00:00+00,2937.66015625,350.759040152935
227,29,0,0,2025/11/30 00:00:00+00,15779.44921875,566.226825761899
228,20,0,0,2025/11/30 00:00:00+00,11258.7109375,430.339430401687
229,27,0,0,2025/11/30 00:00:00+00,3010.12890625,347.040843713415
230,1,,,2025/11/30 00:00:00+00,,
231,44,1,2.27272727,2025/11/30 00:00:00+00,432806.23046875,4304.83754444018
232,23,0,0,2025/11/30 00:00:00+00,4774.0703125,391.369752326428
233,22,0,0,2025/11/30 00:00:00+00,2810.328125,316.780054037082
234,22,0,0,2025/11/30 00:00:00+00,22008.2890625,646.220429802172
235,10,0,0,2025/11/30 00:00:00+00,1426.5625,162.368348997822
236,30,0,0,2025/11/30 00:00:00+00,3377.015625,259.135061908046
237,67,0,0,2025/11/30 00:00:00+00,12147.92578125,542.485816155414
238,1,0,0,2025/11/30 00:00:00+00,19760.703125,572.308468131624
239,12,0,0,2025/11/30 00:00:00+00,1919.53515625,191.650614084901
240,47,0,0,2025/11/30 00:00:00+00,199464.19921875,2423.80733979696
241,8,0,0,2025/11/30 00:00:00+00,893.90234375,129.24270485949
242,83,11,13.25301205,2025/11/30 00:00:00+00,42890.70703125,1058.37805916117
243,33,0,0,2025/11/30 00:00:00+00,5354.921875,302.833232744639
244,39,0,0,2025/11/30 00:00:00+00,44673.02734375,933.935315025505
245,27,0,0,2025/11/30 00:00:00+00,5291.62109375,306.182691398895
246,6,0,0,2025/11/30 00:00:00+00,2183.390625,228.469274932559
247,10,0,0,2025/11/30 00:00:00+00,2183.94921875,193.503781021884
248,21,0,0,2025/11/30 00:00:00+00,4640.09765625,273.320223678377
249,31,1,3.22580645,2025/11/30 00:00:00+00,3978.37890625,441.63149685501
250,6,0,0,2025/11/30 00:00:00+00,13491.46484375,613.642974501115
251,57,0,0,2025/11/30 00:00:00+00,8885.51953125,681.83550005779
252,7,0,0,2025/11/30 00:00:00+00,2048.37890625,286.336514566355
253,22,0,0,2025/11/30 00:00:00+00,14831.265625,643.452679801381
254,35,0,0,2025/11/30 00:00:00+00,5262.6015625,416.229482917679
255,69,19,27.53623188,2025/11/30 00:00:00+00,7891.265625,476.753668732548
256,8,1,12.5,2025/11/30 00:00:00+00,1603.7578125,170.132815950617
257,9,0,0,2025/11/30 00:00:00+00,853.80859375,132.55263199908
258,28,0,0,2025/11/30 00:00:00+00,6017.94140625,385.814110169384
259,10,3,30,2025/11/30 00:00:00+00,5255.8203125,323.634792031801
260,17,0,0,2025/11/30 00:00:00+00,2924.9375,305.290235648879
261,68,0,0,2025/11/30 00:00:00+00,13669.5625,608.733210983772
262,19,0,0,2025/11/30 00:00:00+00,1909.26953125,245.717499075435
263,65,8,12.30769231,2025/11/30 00:00:00+00,184627.38671875,3881.07908134263
264,61,0,0,2025/11/30 00:00:00+00,12383.08984375,508.388391366284
265,32,0,0,2025/11/30 00:00:00+00,5979.8828125,323.143215374554
266,27,2,7.40740741,2025/11/30 00:00:00+00,6033.0703125,414.081268969834
267,7,0,0,2025/11/30 00:00:00+00,982.8984375,130.646373069868
268,9,2,22.22222222,2025/11/30 00:00:00+00,2525.0234375,285.919561729155
269,34,2,5.88235294,2025/11/30 00:00:00+00,3470.94140625,421.695776641613
270,66,34,51.51515152,2025/11/30 00:00:00+00,9431.95703125,495.925483638183
271,50,0,0,2025/11/30 00:00:00+00,8932.72265625,434.992286713725
272,56,23,41.07142857,2025/11/30 00:00:00+00,7488.40625,547.245263770836
273,4,0,0,2025/11/30 00:00:00+00,390.515625,85.6731847224279
274,27,0,0,2025/11/30 00:00:00+00,4877.87109375,495.71055385047
275,13,1,7.69230769,2025/11/30 00:00:00+00,11671.45703125,621.455001124702
276,90,0,0,2025/11/30 00:00:00+00,47067.77734375,1201.17829255117
277,48,5,10.41666667,2025/11/30 00:00:00+00,10173.89453125,570.671555260481
278,50,4,8,2025/11/30 00:00:00+00,6718.5,404.545444186847
279,40,0,0,2025/11/30 00:00:00+00,10588.14453125,438.765472185494
280,45,0,0,2025/11/30 00:00:00+00,17204.34375,566.816854918964
281,18,0,0,2025/11/30 00:00:00+00,1934.375,241.555641201768
282,51,0,0,2025/11/30 00:00:00+00,8366.21875,413.37450945871
283,92,1,1.08695652,2025/11/30 00:00:00+00,673201.390625,6477.4063257201
284,54,0,0,2025/11/30 00:00:00+00,7638.20703125,541.725698141122
285,57,2,3.50877193,2025/11/30 00:00:00+00,16055.12890625,559.449576521762
286,248,1,0.40322581,2025/11/30 00:00:00+00,88846.0546875,2514.04195241529
287,9,0,0,2025/11/30 00:00:00+00,12164.87890625,533.627544163124
288,1,0,0,2025/11/30 00:00:00+00,39751.48046875,790.941854075399
289,70,1,1.42857143,2025/11/30 00:00:00+00,20419.8515625,1044.83726786319
290,80,0,0,2025/11/30 00:00:00+00,159867.32421875,3447.94833587972
291,30,0,0,2025/11/30 00:00:00+00,3843.08984375,468.234595245006
292,15,2,13.33333333,2025/11/30 00:00:00+00,2045.875,233.796389482339
293,7,1,14.28571429,2025/11/30 00:00:00+00,848.22265625,124.093137732544
294,30,0,0,2025/11/30 00:00:00+00,20405.3046875,678.435637960515
295,49,0,0,2025/11/30 00:00:00+00,16588.21875,764.160812286161
296,3,0,0,2025/11/30 00:00:00+00,18957.61328125,588.714730997851
297,29,0,0,2025/11/30 00:00:00+00,9962.515625,451.285398425634
298,32,0,0,2025/11/30 00:00:00+00,13881.0078125,492.043845185014
299,38,11,28.94736842,2025/11/30 00:00:00+00,8013.6796875,635.146259699171
300,52,4,7.69230769,2025/11/30 00:00:00+00,13829.6875,743.402717372859
301,12,0,0,2025/11/30 00:00:00+00,14350.0234375,498.67518055985
302,63,0,0,2025/11/30 00:00:00+00,30310.45703125,734.334357873999
303,30,1,3.33333333,2025/11/30 00:00:00+00,10629.48828125,418.601305012433
304,47,0,0,2025/11/30 00:00:00+00,12547.76171875,520.033028785313
305,84,8,9.52380952,2025/11/30 00:00:00+00,39939.75390625,1894.92446582861
306,21,0,0,2025/11/30 00:00:00+00,3476.1015625,249.766797124066
307,10,0,0,2025/11/30 00:00:00+00,1431.3671875,175.562327655692
308,22,14,63.63636364,2025/11/30 00:00:00+00,4317.45703125,390.902776741224
309,61,0,0,2025/11/30 00:00:00+00,9529.01171875,477.602686965787
310,66,1,1.51515152,2025/11/30 00:00:00+00,15822.27734375,563.064681289534
311,58,5,8.62068966,2025/11/30 00:00:00+00,18011.10546875,1030.06222198921
312,36,28,77.77777778,2025/11/30 00:00:00+00,6732.47265625,467.786646023026
313,95,0,0,2025/11/30 00:00:00+00,10503.17578125,1162.49075275988
314,63,28,44.44444444,2025/11/30 00:00:00+00,31226.37890625,1153.86600526567
315,13,3,23.07692308,2025/11/30 00:00:00+00,1629.5234375,190.789629850776
316,19,0,0,2025/11/30 00:00:00+00,8689.390625,502.552284007097
317,19,1,5.26315789,2025/11/30 00:00:00+00,17977.70703125,623.497138311128
318,11,0,0,2025/11/30 00:00:00+00,1710.578125,181.990302713156
319,4,0,0,2025/11/30 00:00:00+00,326.20703125,117.571529454818
320,8,4,50,2025/11/30 00:00:00+00,766.6484375,158.05916424731
321,21,0,0,2025/11/30 00:00:00+00,78427.7109375,1289.04042129286
322,65,0,0,2025/11/30 00:00:00+00,17141.08984375,571.589311166769
323,10,0,0,2025/11/30 00:00:00+00,41912.19140625,903.608314477873
324,51,1,1.96078431,2025/11/30 00:00:00+00,7916.17578125,721.814744087152
325,27,3,11.11111111,2025/11/30 00:00:00+00,14258.8359375,791.140699131412
326,60,19,31.66666667,2025/11/30 00:00:00+00,22374.76171875,1602.19188141953
327,10,0,0,2025/11/30 00:00:00+00,4497.5390625,289.751260349142
328,46,0,0,2025/11/30 00:00:00+00,17701.83984375,641.464238223832
329,38,1,2.63157895,2025/11/30 00:00:00+00,25660.15625,708.844894665617
330,21,0,0,2025/11/30 00:00:00+00,8181.57421875,400.919830332686
331,15,1,6.66666667,2025/11/30 00:00:00+00,10848.66796875,459.444162498983
332,7,0,0,2025/11/30 00:00:00+00,1418.92578125,153.695659678911
333,17,2,11.76470588,2025/11/30 00:00:00+00,4149.41015625,321.992968560981
334,14,6,42.85714286,2025/11/30 00:00:00+00,1272.18359375,191.013371968395
335,25,5,20,2025/11/30 00:00:00+00,3938.28125,373.33193667486
336,21,1,4.76190476,2025/11/30 00:00:00+00,5291.59765625,372.974416356268
337,28,0,0,2025/11/30 00:00:00+00,17669.83984375,567.617185408768
338,9,5,55.55555556,2025/11/30 00:00:00+00,2185.80078125,191.17752325177
339,65,0,0,2025/11/30 00:00:00+00,10685.5703125,500.030610630838
340,29,4,13.79310345,2025/11/30 00:00:00+00,4196.45703125,269.187048076456
341,36,0,0,2025/11/30 00:00:00+00,9676.60546875,401.458364183222
342,6,0,0,2025/11/30 00:00:00+00,1412.85546875,154.10015536473
343,24,0,0,2025/11/30 00:00:00+00,46080.19140625,1010.18011263942
344,32,2,6.25,2025/11/30 00:00:00+00,32861.515625,1627.8634213213
345,56,2,3.57142857,2025/11/30 00:00:00+00,16477.34375,548.176199904903
346,22,2,9.09090909,2025/11/30 00:00:00+00,13776.921875,565.745133065221
347,4,1,25,2025/11/30 00:00:00+00,416.13671875,96.1457656840729
348,56,2,3.57142857,2025/11/30 00:00:00+00,16976.46484375,646.03272758689
349,13,0,0,2025/11/30 00:00:00+00,2032.59375,211.800940099702
350,12,0,0,2025/11/30 00:00:00+00,6175.1015625,463.159185973589
351,12,5,41.66666667,2025/11/30 00:00:00+00,3870.06640625,307.30246957832
352,41,8,19.51219512,2025/11/30 00:00:00+00,12453.109375,773.338027037938
353,19,0,0,2025/11/30 00:00:00+00,1874.0390625,241.393187340454
354,34,13,38.23529412,2025/11/30 00:00:00+00,14571.26171875,690.011030733675
355,28,0,0,2025/11/30 00:00:00+00,26323.96875,648.203504536179
356,70,10,14.28571429,2025/11/30 00:00:00+00,7912.76171875,476.889002052591
357,20,3,15,2025/11/30 00:00:00+00,3738.3671875,323.175550226643
358,46,0,0,2025/11/30 00:00:00+00,8210.24609375,417.283480100554
359,12,0,0,2025/11/30 00:00:00+00,2811.9609375,229.950112803506
360,8,4,50,2025/11/30 00:00:00+00,2747.86328125,219.9497359598
361,68,0,0,2025/11/30 00:00:00+00,17921.8046875,622.013126746401
362,35,0,0,2025/11/30 00:00:00+00,11169.59375,437.295035782607
363,55,0,0,2025/11/30 00:00:00+00,16824.1953125,563.031698112493
364,8,0,0,2025/11/30 00:00:00+00,14718.09375,527.562458133336
